Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of mitotic nuclear division (GO:0045840)	5/36	0.0271173210472446	0.5867202190222014	0	0	3.228183361629881	11.645938132233786	ESPL1;NUSAP1;IGF1;DLGAP5;AURKA
regulation of dopamine secretion (GO:0014059)	4/25	0.029357975870736134	0.5871241606110662	0	0	3.810324971208252	13.443554344202315	SYT12;SYT8;SYT7;SYT6
cell cycle G1/S phase transition (GO:0044843)	7/63	0.030037995663791957	0.5871241606110662	0	0	2.5038238396624473	8.776634116643617	CCNA2;CDKN2D;CCNE2;NASP;CCNE1;BCAT1;CDKN3
regulation of glucagon secretion (GO:0070092)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	IL6;SYT7
regulation of interleukin-1-mediated signaling pathway (GO:2000659)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	IL1RN;IL6
regulation of mitotic sister chromatid segregation (GO:0033047)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	CCNB1;USP44
regulation of mitotic spindle checkpoint (GO:1903504)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	CCNB1;USP44
regulation of neutrophil extravasation (GO:2000389)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	RIPOR2;OLFM4
free ubiquitin chain polymerization (GO:0010994)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	UBE2C;UBE2S
hepatocyte differentiation (GO:0070365)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	E2F7;E2F8
L-serine biosynthetic process (GO:0006564)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	PSAT1;PHGDH
leucine transport (GO:0015820)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	SLC7A5;SLC6A17
maintenance of DNA methylation (GO:0010216)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	HELLS;UHRF1
positive regulation of toll-like receptor 2 signaling pathway (GO:0034137)	2/6	0.03005142762485977	0.5871241606110662	0	0	9.9900314795383	35.0135129879438	F2RL1;CYBA
establishment of spindle localization (GO:0051293)	3/15	0.03212136672618966	0.6093749136895982	0	0	4.998161764705882	17.184848918106844	ESPL1;NUSAP1;OOEP
negative regulation of ubiquitin-protein transferase activity (GO:0051444)	3/15	0.03212136672618966	0.6093749136895982	0	0	4.998161764705882	17.184848918106844	USP44;FBXO5;MAD2L1
placenta development (GO:0001890)	3/15	0.03212136672618966	0.6093749136895982	0	0	4.998161764705882	17.184848918106844	PLAC1;E2F7;E2F8
positive regulation of double-strand break repair via homologous recombination (GO:1905168)	3/15	0.03212136672618966	0.6093749136895982	0	0	4.998161764705882	17.184848918106844	RAD51AP1;FANCB;OOEP
DNA replication initiation (GO:0006270)	5/38	0.03341481200837612	0.6250339785189319	0	0	3.0322169059011164	10.305765414361817	CDC45;GMNN;MCM10;MCM5;CDC6
DNA geometric change (GO:0032392)	4/26	0.03342427692614609	0.6250339785189319	0	0	3.6369371952968166	12.360032093349975	RECQL4;PIF1;HMGB2;DNA2
regulation of interleukin-12 production (GO:0032655)	6/51	0.03376121655182337	0.6268571981040679	0	0	2.6694766420793816	9.045368305924189	IL23R;LTB;MEFV;TIGIT;CMKLR1;HSPD1
DNA recombination (GO:0006310)	5/39	0.036876504743255475	0.679878094491851	0	0	2.942879256965944	9.712033204310433	RECQL4;GEN1;RAD51;EXO1;RAD54L
calcium-ion regulated exocytosis (GO:0017156)	4/27	0.037802109343666554	0.6825236018049589	0	0	3.4786266172907236	11.393860141087721	SYT12;SYT8;SYT7;SYT6
microtubule polymerization or depolymerization (GO:0031109)	4/27	0.037802109343666554	0.6825236018049589	0	0	3.4786266172907236	11.393860141087721	KIF18A;KIF14;STMN2;KIF2C
positive regulation of nuclear division (GO:0051785)	4/27	0.037802109343666554	0.6825236018049589	0	0	3.4786266172907236	11.393860141087721	NUSAP1;IGF1;OOEP;AURKA
mitotic sister chromatid cohesion (GO:0007064)	3/16	0.03816547484450009	0.6843644735815153	0	0	4.61344537815126	15.066700509133792	SGO1;CDCA5;HASPIN
regulation of morphogenesis of an epithelium (GO:1905330)	2/7	0.04075735607187224	0.71612589393397	0	0	7.991605456453305	25.574087970099143	CXCL10;SIX2
regulation of necrotic cell death (GO:0010939)	2/7	0.04075735607187224	0.71612589393397	0	0	7.991605456453305	25.574087970099143	OLFM4;MT3
negative regulation of meiotic nuclear division (GO:0045835)	2/7	0.04075735607187224	0.71612589393397	0	0	7.991605456453305	25.574087970099143	FBXO5;TRIP13
regulation of multicellular organismal development (GO:2000026)	4/28	0.04249266881245456	0.7367271983510334	0	0	3.333508587451805	10.528632581636954	RACGAP1;CDK1;DUSP9;CCSAP
protein depolymerization (GO:0051261)	4/28	0.04249266881245456	0.7367271983510334	0	0	3.333508587451805	10.528632581636954	KIF18A;KIF14;STMN2;KIF2C
negative regulation of chemokine production (GO:0032682)	3/17	0.04474396652964154	0.770655949832905	0	0	4.283688475390156	13.308557655913457	IL6;F2RL1;MEFV
regulation of cell cycle (GO:0051726)	21/296	0.04630502190242696	0.7818456513291795	0	0	1.5346311076503796	4.715161535575468	BARD1;CDKN2D;PLK1;GMNN;BRCA1;FOXM1;CKS1B;TGM1;CCNB2;CENPF;CCNB1;PCLAF;BIRC5;MYBL2;FBXO5;SKP2;KIF20B;PRR11;DTL;DLGAP5;CDKN3
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	6/55	0.046397826857116804	0.7818456513291795	0	0	2.4510440635685256	7.525937306725498	IL1RN;IL6;ARG1;PALM3;F2RL1;TRAIP
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	8/85	0.04988775389928752	0.7818456513291795	0	0	2.0809939796212236	6.238777746646875	CENPE;KIF18A;RACGAP1;KIF23;KIF2C;KIF11;KIF22;KIF15
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	6/56	0.049958157864838544	0.7818456513291795	0	0	2.4018967334035826	7.197450413256777	CCNB1;CDK1;CDC25C;E2F7;AURKA;E2F8
regulation of spindle organization (GO:0090224)	3/18	0.05184440297642516	0.7818456513291795	0	0	3.9978991596638656	11.831815731939342	TPX2;BORA;TACC3
fluid transport (GO:0042044)	3/18	0.05184440297642516	0.7818456513291795	0	0	3.9978991596638656	11.831815731939342	AQP8;AQP9;AQP4
leukocyte tethering or rolling (GO:0050901)	3/18	0.05184440297642516	0.7818456513291795	0	0	3.9978991596638656	11.831815731939342	SPN;GCNT1;ITGB7
water transport (GO:0006833)	3/18	0.05184440297642516	0.7818456513291795	0	0	3.9978991596638656	11.831815731939342	AQP8;AQP9;AQP4
aspartate family amino acid biosynthetic process (GO:0009067)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	GOT1L1;ASNS
regulation of meiotic nuclear division (GO:0040020)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	FBXO5;OOEP
regulation of positive chemotaxis (GO:0050926)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	NTRK3;F2RL1
regulation of protein localization to cell cortex (GO:1904776)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	SAPCD2;PLK1
T-helper cell lineage commitment (GO:0002295)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	SPN;IL6
water homeostasis (GO:0030104)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	AQP9;AQP4
negative regulation of chromosome organization (GO:2001251)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	TOP2A;ESPL1
positive regulation of chromosome segregation (GO:0051984)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	CCNB1;CDC6
positive regulation of insulin-like growth factor receptor signaling pathway (GO:0043568)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	CDH3;IGF1
positive regulation of meiotic nuclear division (GO:0045836)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	RAD51AP1;OOEP
positive regulation of melanin biosynthetic process (GO:0048023)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	OPN3;CDH3
positive regulation of muscle contraction (GO:0045933)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	MYOCD;NMU
positive regulation of secondary metabolite biosynthetic process (GO:1900378)	2/8	0.052652243340114174	0.7818456513291795	0	0	6.659321441063309	19.60535153316924	OPN3;CDH3
regulation of catecholamine secretion (GO:0050433)	4/30	0.05281078375908977	0.7818456513291795	0	0	3.0767613038906414	9.048877669098697	SYT12;SYT8;SYT7;SYT6
positive regulation of DNA recombination (GO:0045911)	4/30	0.05281078375908977	0.7818456513291795	0	0	3.0767613038906414	9.048877669098697	RAD51AP1;TFRC;FANCB;OOEP
transport across blood-brain barrier (GO:0150104)	8/86	0.052810995902608994	0.7818456513291795	0	0	2.054206265399507	6.041494278505174	SLC7A5;SLC38A1;SLC16A1;TFRC;SLC6A17;FABP5;MFSD2A;ABCG2
DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	5/43	0.052859694532186696	0.7818456513291795	0	0	2.6325484764542937	7.739993022580555	GEN1;RAD51;EME1;OOEP;TRAIP
response to ionizing radiation (GO:0010212)	7/72	0.05567702412681504	0.8188901638427066	0	0	2.1561181434599157	6.227273924073777	H2AX;RAD51AP1;RAD51;FANCD2;BRCA1;ECT2;TICRR
nucleosome assembly (GO:0006334)	6/58	0.05756868433066938	0.8413236653375794	0	0	2.30927291886196	6.592458139229791	H2AX;H2BC14;NASP;HMGB2;PADI4;ASF1B
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	4/31	0.058434937763048485	0.8413236653375794	0	0	2.96265140008568	8.413459858750693	CDC20;UBE2C;UBE2S;PLK1
regulation of centriole replication (GO:0046599)	3/19	0.05945182509069984	0.8413236653375794	0	0	3.747833508403361	10.578593472464433	PLK4;STIL;BRCA1
DNA double-strand break processing (GO:0000729)	3/19	0.05945182509069984	0.8413236653375794	0	0	3.747833508403361	10.578593472464433	BARD1;BRCA1;DNA2
folic acid metabolic process (GO:0046655)	3/19	0.05945182509069984	0.8413236653375794	0	0	3.747833508403361	10.578593472464433	MTHFD1L;MTHFD2;ALDH1L2
leukocyte adhesion to vascular endothelial cell (GO:0061756)	3/19	0.05945182509069984	0.8413236653375794	0	0	3.747833508403361	10.578593472464433	SPN;GCNT1;ITGB7
positive regulation of neutrophil chemotaxis (GO:0090023)	3/19	0.05945182509069984	0.8413236653375794	0	0	3.747833508403361	10.578593472464433	CD74;RIPOR2;DAPK2
negative regulation of T cell activation (GO:0050868)	5/45	0.06214614353151223	0.8586828533813705	0	0	2.5006578947368423	6.9474940917469565	SPN;RIPOR2;ARG1;FGL1;TIGIT
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	7/74	0.06278758084835287	0.8586828533813705	0	0	2.091535990931419	5.789367402714701	CCNB1;CDK1;FOXM1;CDC25C;E2F7;AURKA;E2F8
liver development (GO:0001889)	4/32	0.06436513959093852	0.8586828533813705	0	0	2.856692203695358	7.836429784029084	IL6;E2F7;AURKA;E2F8
positive regulation of interleukin-10 production (GO:0032733)	4/32	0.06436513959093852	0.8586828533813705	0	0	2.856692203695358	7.836429784029084	IL6;F2RL1;TIGIT;HSPD1
regulation of animal organ morphogenesis (GO:2000027)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	SAPCD2;SIX2
regulation of cellular extravasation (GO:0002691)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	THY1;OLFM4
regulation of endothelial cell differentiation (GO:0045601)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	TMEM100;APOLD1
cellular response to nitric oxide (GO:0071732)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	DPEP1;MT3
cellular response to reactive nitrogen species (GO:1902170)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	DPEP1;MT3
regulation of mitotic centrosome separation (GO:0046602)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	NEK2;KIF11
DNA topological change (GO:0006265)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	TOP2A;HMGB2
histone phosphorylation (GO:0016572)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	CCNA2;INCENP
negative regulation of bone resorption (GO:0045779)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	IL6;TMEM119
nucleoside diphosphate phosphorylation (GO:0006165)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	CMPK2;AK9
positive regulation of smooth muscle contraction (GO:0045987)	2/9	0.0655983845211131	0.8586828533813705	0	0	5.707690001499025	15.548913128820844	MYOCD;NMU
chromosome organization (GO:0051276)	9/106	0.06680807971137236	0.8668806326421146	0	0	1.8584163379176566	5.028746847981672	TOP2A;NUF2;PADI3;HMGB2;CDCA8;PADI4;HMGN2;NDC80;PHF19
regulation of smooth muscle contraction (GO:0006940)	3/20	0.06754914020587906	0.8668806326421146	0	0	3.5271873455264457	9.505416976124799	CNN1;MYOCD;NMU
folic acid-containing compound metabolic process (GO:0006760)	3/20	0.06754914020587906	0.8668806326421146	0	0	3.5271873455264457	9.505416976124799	MTHFD1L;MTHFD2;ALDH1L2
regulation of T cell migration (GO:2000404)	3/20	0.06754914020587906	0.8668806326421146	0	0	3.5271873455264457	9.505416976124799	SPN;RIPOR2;CXCL10
response to light stimulus (GO:0009416)	6/61	0.0702163391647151	0.8907027750003277	0	0	2.1829677172142925	5.798342624635489	TRPM1;CDKN2D;OPN3;PCLAF;DTL;OPN5
O-glycan processing (GO:0016266)	6/61	0.0702163391647151	0.8907027750003277	0	0	2.1829677172142925	5.798342624635489	GCNT1;B3GNT3;MUC13;GCNT3;GCNT4;GALNT9
regulation of cell division (GO:0051302)	7/76	0.07042607884838344	0.8907027750003277	0	0	2.0306977313031247	5.387830256703868	PLK4;PRC1;PLK1;KIF20A;OOEP;AURKB;AURKA
negative regulation of microtubule depolymerization (GO:0007026)	3/21	0.076117472060022	0.9499931943760533	0	0	3.3310574229691876	8.579063267642491	TPX2;STMN2;TRIM54
cell-substrate junction assembly (GO:0007044)	4/34	0.07712588186005381	0.9499931943760533	0	0	2.6659656501927795	6.8310474077676435	LAMB3;ACTN3;LAMC2;THY1
regulation of interleukin-10 production (GO:0032653)	5/48	0.077686067715753	0.9499931943760533	0	0	2.3258261933904527	5.942670469963943	IL6;IL23R;F2RL1;TIGIT;HSPD1
regulation of glycoprotein biosynthetic process (GO:0010559)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	IGF1;MT3
dicarboxylic acid biosynthetic process (GO:0043650)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	GOT1L1;MTHFD1L
DNA replication-dependent nucleosome assembly (GO:0006335)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	NASP;ASF1B
DNA replication-dependent nucleosome organization (GO:0034723)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	NASP;ASF1B
regulation of organ growth (GO:0046620)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	DUSP9;SLC6A4
L-serine metabolic process (GO:0006563)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	PSAT1;PHGDH
mitotic DNA replication (GO:1902969)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	GINS1;CDC45
myeloid dendritic cell differentiation (GO:0043011)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	BATF3;UBD
positive regulation of vasculogenesis (GO:2001214)	2/10	0.07946849104979209	0.9499931943760533	0	0	4.993966421825813	12.646693973167388	TMEM100;ASB4
recombinational repair (GO:0000725)	7/79	0.08287545464721909	0.9862179103019072	0	0	1.9457776605719643	4.845796488752307	GEN1;RAD51AP1;RECQL4;POLQ;RAD51;AUNIP;BRCA1
regulation of regulated secretory pathway (GO:1903305)	4/35	0.08394535182233948	0.9906102069844016	0	0	2.579831077643228	6.391761784506946	SYT12;SYT8;SYT7;SYT6
regulation of chromosome organization (GO:0033044)	3/22	0.08513647691806354	0.9906102069844016	0	0	3.1555727554179565	7.773752534110362	PIF1;RMI2;BUB1
cellular response to nerve growth factor stimulus (GO:1990090)	3/22	0.08513647691806354	0.9906102069844016	0	0	3.1555727554179565	7.773752534110362	NTRK3;STMN2;NGF
positive regulation of granulocyte chemotaxis (GO:0071624)	3/22	0.08513647691806354	0.9906102069844016	0	0	3.1555727554179565	7.773752534110362	CD74;RIPOR2;DAPK2
positive regulation of neutrophil migration (GO:1902624)	3/22	0.08513647691806354	0.9906102069844016	0	0	3.1555727554179565	7.773752534110362	CD74;RIPOR2;DAPK2
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	6/65	0.08936969207519747	0.9999946032599348	0	0	2.0345412655605366	4.913363585026094	CCNB1;CDK1;CDC25C;E2F7;AURKA;E2F8
protein oxidation (GO:0018158)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	LOXL1;LOXL2
cellular response to UV-A (GO:0071492)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	OPN3;OPN5
complement receptor mediated signaling pathway (GO:0002430)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	C3AR1;CMKLR1
regulation of melanin biosynthetic process (GO:0048021)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	OPN3;CDH3
formation of extrachromosomal circular DNA (GO:0001325)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	EXO1;DNA2
regulation of toll-like receptor 2 signaling pathway (GO:0034135)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	F2RL1;CYBA
response to corticosteroid (GO:0031960)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	IL1RN;IL6
t-circle formation (GO:0090656)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	EXO1;DNA2
telomere maintenance via telomere trimming (GO:0090737)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	EXO1;DNA2
myotube cell development (GO:0014904)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	ACTA1;IGF1
negative regulation of bone remodeling (GO:0046851)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	IL6;TMEM119
negative regulation of sprouting angiogenesis (GO:1903671)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	E2F2;KLF2
positive regulation of cellular extravasation (GO:0002693)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	RIPOR2;THY1
positive regulation of chondrocyte differentiation (GO:0032332)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	GDF5;LOXL2
positive regulation of DNA-dependent DNA replication (GO:2000105)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	E2F7;E2F8
positive regulation of integrin activation (GO:0033625)	2/11	0.09414501160366	0.9999946032599348	0	0	4.438848082079981	10.488638510236477	P2RY12;PLEK
regulation of cysteine-type endopeptidase activity (GO:2000116)	3/23	0.0945846286330048	0.9999946032599348	0	0	2.997636554621849	7.069207293034035	MEFV;NGF;MT3
ERK1 and ERK2 cascade (GO:0070371)	3/23	0.0945846286330048	0.9999946032599348	0	0	2.997636554621849	7.069207293034035	CDK1;IGF1;MT3
positive regulation of interleukin-17 production (GO:0032740)	3/23	0.0945846286330048	0.9999946032599348	0	0	2.997636554621849	7.069207293034035	SLC7A5;IL6;IL23R
activation of protein kinase activity (GO:0032147)	9/114	0.09511346066306972	0.9999946032599348	0	0	1.7160978556327393	4.037437301215982	TPX2;BORA;TNFSF15;NTRK3;KIF14;CLSPN;IGF1;ECT2;MT3
blood circulation (GO:0008015)	5/51	0.09511464516186675	0.9999946032599348	0	0	2.1737986270022884	5.114235867243637	CXCL10;SGCD;C3AR1;BDKRB2;SERPING1
epidermis development (GO:0008544)	7/83	0.10130948167034723	0.9999946032599348	0	0	1.8429796802131913	4.2196407029886895	FGF7;CDSN;LAMB3;FABP5;LAMC2;TGM5;OVOL3
regulation of keratinocyte proliferation (GO:0010837)	3/24	0.10443947497465067	0.9999946032599348	0	0	2.8547418967587035	6.449283196818913	TGM1;FGF7;CDH3
dendritic cell differentiation (GO:0097028)	3/24	0.10443947497465067	0.9999946032599348	0	0	2.8547418967587035	6.449283196818913	BATF3;UBD;F2RL1
negative regulation of protein depolymerization (GO:1901880)	3/24	0.10443947497465067	0.9999946032599348	0	0	2.8547418967587035	6.449283196818913	TPX2;STMN2;TRIM54
positive regulation of protein localization to nucleus (GO:1900182)	6/68	0.10541548055971617	0.9999946032599348	0	0	1.9357897957102552	4.355228501450564	TFRC;CDH1;DKC1;PLK1;CDK1;ECT2
vascular transport (GO:0010232)	7/84	0.10624022551285628	0.9999946032599348	0	0	1.8189489835059456	4.078179062333112	SLC7A5;SLC38A1;SLC16A1;TFRC;SLC6A17;MFSD2A;ABCG2
regulation of actin filament depolymerization (GO:0030834)	2/12	0.1095194939984539	0.9999946032599348	0	0	3.994753410283316	8.835007238341621	PLEK;F2RL1
calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)	2/12	0.1095194939984539	0.9999946032599348	0	0	3.994753410283316	8.835007238341621	SYT8;SYT7
regulation of DNA-dependent DNA replication (GO:0090329)	2/12	0.1095194939984539	0.9999946032599348	0	0	3.994753410283316	8.835007238341621	GMNN;TICRR
regulation of histone H3-K9 methylation (GO:0051570)	2/12	0.1095194939984539	0.9999946032599348	0	0	3.994753410283316	8.835007238341621	MYB;BRCA1
chromatin assembly or disassembly (GO:0006333)	2/12	0.1095194939984539	0.9999946032599348	0	0	3.994753410283316	8.835007238341621	SUV39H2;HIRIP3
double-strand break repair via break-induced replication (GO:0000727)	2/12	0.1095194939984539	0.9999946032599348	0	0	3.994753410283316	8.835007238341621	CDC45;MCM5
